v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,class
 1.42409, 0.05668,-0.20817,-0.53843, 1.99047, 1.11498, 0.28982, 0.20856,-0.60969, 0.24173,-1.41629,-0.28248,-0.03614,-0.35026, 2.33862,-1.27885,-0.11951, 1.13592, 0.36011,-1.09485,-1.47477,-0.40333,-0.42765,-0.31703,-0.40035, 6.23550, 5.10156, 6.80999, 4.11779, 4.62450, 4.57267, 6.25817, 6.54467, 5.94975, 6.34586, 5.78247, 5.01087, 7.78391, 6.08302, 5.25993, 4.32717, 6.41356, 4.85353, 5.60245, 5.60802, 7.25620, 5.94002, 6.48571, 3.51302, 7.00245, 6.46433, 5.89176, 5.99285, 5.58985, 5.95984, 5.85698, 5.35081, 6.10386, 5.84967, 5.70944, 3.57410, 5.39432, 4.93635, 5.12670, 4.36358, 6.71875, 0.28673, 0.06289, 0.28509, 2.30447,-0.96368,-0.81489,-0.57901, 0.76914, 0.28533,-0.74468,-0.46432,-0.34217,-1.62265,-0.72639,-0.37958,-0.75557, 0.12356,-1.50907, 0.86211, 0.06633, 1.21751,-0.07970,-0.22976, 0.72373, 0.99420, 0.99099,-0.20300, 0.74251,-0.27552,-0.04620,-2.55488,-0.78408,-1.15217, 0.95608, 1.73232,-0.64008,-0.94060, 0.49408,-0.56692,-0.17793, 1.11871,-0.15182, 1.38356, 0.10565,-0.83782, 1.03919,-0.66459, 0.35813, 2.33967, 0.13798, 2.18578,-1.60082,-0.15390, 0.68844, 0.25388, 0.48497,-2.14242,-0.47054, 0.65474, 0.90421, 0.78500, 0.91925,cylinder
-0.00560,-0.82808, 0.54353, 1.93455,-1.79216,-0.96408, 2.18408,-2.15753,-0.23028,-0.71292,-1.22422,-1.32421,-0.35106, 0.20435, 1.22697,-0.80559, 0.63174,-1.63462,-0.57521, 1.92386,-1.38708,-0.48261,-1.17733, 0.69943, 0.17013, 1.97113, 2.14992, 0.23646, 5.27591, 5.56953, 6.27047, 5.36908, 5.31750, 4.23763, 5.54300, 6.09240, 4.95259, 5.93709, 5.47763, 5.23823, 5.73388, 4.83927, 5.85201, 5.14096, 6.51716, 5.57303, 5.16727, 7.33333, 7.27305, 6.28394, 7.69534, 5.98994, 6.55382, 4.65432, 5.92589, 5.13922, 7.16186, 6.33297, 6.78364, 7.09286, 6.28363, 6.11048,-1.25387,-0.61877, 1.17106,-1.57611,-0.27752,-0.38129,-0.35183, 0.07926,-0.29144, 1.14135,-0.78625, 0.91718,-0.60701, 0.05031,-0.04909,-1.02169,-1.06908,-0.15568, 0.38407,-0.91772,-1.51732, 1.77993, 0.00353, 0.17034, 0.08649,-0.87410,-1.07983, 1.18930, 1.34619,-0.22623,-0.37451, 0.07716, 0.03009, 0.31132, 0.11434,-0.06346, 0.73528,-0.22886, 0.65090,-0.91787,-0.87818, 1.02411, 0.49313, 2.07552, 0.69103, 0.05217,-0.48301, 1.78258, 1.25644,-0.10816, 0.17496,-0.45153, 0.15804,-0.71647,-0.01972, 0.27252,-0.89073, 0.71880,-0.08698, 1.40416,-0.06341,-0.24579,-0.31420, 1.32356, 0.07822, 0.82263,cylinder
 1.46993,-1.00433,-0.21296,-0.21226,-1.73497, 0.62395, 0.02653,-0.78937,-0.21361,-0.53803,-0.28992, 0.09594, 0.72624,-0.17091,-0.62090,-0.30039,-0.46669, 1.10390, 0.94387, 0.41974, 7.71719, 6.81953, 8.39399, 7.31883, 6.79662, 6.75548, 5.90443, 7.62912, 7.05782, 6.75399, 5.63598, 6.60834, 8.23712, 6.13698, 7.79415, 4.46066, 5.72042, 6.93278, 6.05662, 5.20810, 6.84834, 6.14341, 7.57098, 6.37708, 7.54021, 7.91708, 6.95734, 7.51551, 7.56264, 6.09933, 6.82996, 7.32522, 6.09514, 7.60852, 6.48116, 6.86479, 5.00637, 0.81560, 0.51660, 0.22327,-0.16740, 0.35814,-1.22354,-0.19355,-0.38246,-1.15402,-0.86747, 0.15226,-0.05868,-0.96151,-0.31405,-0.08236, 1.48755,-0.70322, 0.84881,-0.32638,-0.54853,-0.35832, 0.78895, 2.27288,-1.62749, 0.94452, 0.22479, 0.20977,-0.53321,-0.34287,-0.52717, 2.17244, 2.13192, 1.00165,-0.42704,-0.79813, 0.21765, 1.27804, 0.45765, 0.54630, 1.10424,-0.94316, 1.79866, 0.12366, 1.00134,-0.32439, 1.37590, 0.57471,-1.83233,-0.16663,-1.10111,-2.17711,-0.28358, 0.01699, 0.15644, 0.31952,-0.45519, 0.12709,-0.91468, 1.14248, 0.76037, 0.65746,-1.18771, 0.15719, 1.13297,-1.16685, 0.04331,-0.95160,-1.05620, 1.39173, 0.18149, 1.00328,cylinder
-0.24914, 0.94932,-0.03263, 0.47753,-0.52095,-0.19667,-0.01379,-0.18947, 2.02961, 0.01734,-0.82419,-0.17329, 0.15917, 1.26657,-0.36167, 0.55507,-0.05608,-1.83584,-0.93618, 0.44451, 7.94836, 6.78391, 6.36224, 7.69425, 6.80977, 6.94056, 6.91535, 7.99167, 5.91972, 6.34764, 5.96269, 6.57444, 5.08765, 5.80177, 6.63683, 5.49439, 4.94152, 5.51546, 5.73398, 4.27081, 6.81591, 3.93253, 6.83441, 7.07979, 6.19377, 7.15252, 6.66200, 6.17338, 4.17507, 5.73966, 6.65279, 6.00235, 4.37619, 7.06315, 6.13686, 6.30151, 5.02168, 4.40305, 5.78658, 5.43153, 6.34624, 6.20371, 6.02599, 6.72761, 6.68040, 5.07196, 6.41134, 7.01486, 4.82926, 5.67845, 5.66734, 6.41714, 6.42709, 7.55227, 7.33080, 5.53369, 6.67746, 5.93738, 5.65495, 7.06614, 7.94569, 6.28372, 6.86380, 6.34927, 6.84529, 4.75980, 6.88207, 6.84899, 5.98985, 5.67799, 5.97831, 5.78751, 6.73063, 3.27328, 5.76638, 6.44581, 5.86322, 5.48471, 6.28533, 6.02967, 6.15039, 6.61826, 4.45728, 6.19116, 7.56456, 7.15741, 7.07575, 5.38308, 6.30820, 5.55036, 7.23483, 5.14730, 8.33696,-1.25295,-2.06468,-1.03992,-0.98817, 0.23740, 0.52266,-2.29486, 0.03209, 0.77271, 0.64006, 0.70682,-0.77117, 0.27428, 0.14431,-0.57255,cylinder
 0.24869,-0.35841, 1.96585, 1.04719, 1.03710,-1.70292, 0.06833, 0.29076,-0.12444,-0.44862,-0.52961, 0.53166, 1.04422,-0.49145,-1.30172, 1.86973, 0.94843,-0.89542,-0.73995,-0.17880,-0.58524, 0.10678, 0.45828,-0.92338, 0.11857,-1.58108, 1.25354,-2.28539, 0.37368,-0.10431, 0.00694,-0.05124, 4.64420, 5.16562, 5.38363, 4.49599, 7.18514, 6.51887, 5.93513, 5.64105, 4.98316, 5.29802, 5.68192, 3.88822, 4.73621, 4.27843, 4.66729, 6.01850, 6.70700, 6.31379, 3.41881, 5.30607, 5.26218, 5.23006, 4.41525, 4.22008, 7.06997, 5.69850, 4.77231, 7.03936, 4.82763, 5.54718, 4.78760, 5.83127, 5.18320, 4.93952, 6.08012, 5.16708, 3.35910, 5.17754, 6.75359, 5.57352, 5.66856, 5.10308, 3.11822, 7.02917, 3.27207, 4.98857, 4.95639, 5.42471, 4.60354, 4.65541, 6.07087, 7.08386, 5.73391, 5.37079, 0.57287, 0.51205, 0.60976, 0.47675, 1.41246, 0.82245, 0.69262,-0.00915, 1.67695, 0.90687, 2.35220,-0.98412, 1.27961,-1.12675,-1.57976, 0.06861,-1.12176,-0.36909, 1.40942, 0.42775,-1.21111,-1.33953,-0.22453, 2.06966,-1.60582,-0.21005,-0.00886, 0.17137,-1.24180, 0.93257, 0.13411, 0.16659, 0.70195,-0.35885, 0.00746, 1.63381, 1.50957,-1.71993, 0.94964,-0.61689, 0.49291,-0.07653,cylinder
 0.61591, 1.43166,-1.05076,-0.88099, 0.03909, 0.11688,-1.82578,-0.11821,-0.40932, 0.94183,-0.08386,-1.24805, 1.55326,-0.10793,-1.46649,-1.16011,-0.12248, 7.74405, 5.98776, 5.62721, 5.72381, 5.67235, 6.25433, 6.62977, 5.24396, 4.63480, 5.53053, 3.97627, 5.65860, 6.80048, 6.90575, 6.78747, 6.91498, 6.88204, 5.48212, 6.08287, 5.07568, 5.41566, 5.00109, 6.25877, 6.58359, 5.46321, 5.03303, 6.71105, 6.00984, 6.55120, 6.84189, 8.14685, 4.33288, 7.07474, 5.76821, 5.70162, 5.28465, 6.23895, 6.85952, 6.95059, 4.38654, 5.95419, 7.30974, 5.68733, 5.62772, 5.76044, 6.52384, 5.63239, 6.50143, 5.75599, 6.00049, 8.58646, 5.88748, 5.85183, 5.31243, 5.99592, 6.72519, 5.96939, 7.68953, 5.70904, 5.84811, 6.32660, 5.74009, 3.01188, 4.09707, 6.92859, 4.66505, 5.95820, 5.34926, 4.56838, 6.14253, 6.05333,-0.08724, 0.21063,-0.51580, 0.51554,-1.11897, 1.09103,-0.43322,-1.08750, 0.70242, 1.88419, 0.41053, 0.68635,-0.10451,-0.91191,-0.02773,-0.14003,-0.52769, 1.36522,-1.36015, 0.12479, 0.97258, 1.74722,-1.72820, 0.46147,-0.67747,-0.50819,-0.47959,-0.39081,-1.23565,-1.62708,-1.20089, 0.74264,-1.02900,-0.15035, 0.90260, 1.01630, 0.86796, 1.14983,-0.78914, 1.12844,cylinder
 0.05359,-1.07849, 0.02088,-0.35606, 0.50143, 1.92750, 2.33060, 0.29333,-0.59697,-2.28530, 1.23142, 0.64776, 0.63337, 0.59695, 1.82135, 0.17335, 0.43675, 1.80504, 0.82145, 2.53011,-1.32598,-0.08340, 6.46799, 6.47992, 5.48113, 5.99900, 6.98265, 5.07676, 5.42197, 6.03757, 7.39856, 7.07739, 5.72387, 6.02456, 7.11531, 5.42748, 6.22683, 7.51962, 8.81606, 6.04612, 7.12024, 6.81516, 8.26092, 7.15081, 8.13794, 6.61356, 8.87256, 7.73426, 6.70727, 5.59183, 7.77774, 5.66355, 6.76584, 7.77570, 8.22080, 6.61423, 8.32117, 6.59911, 7.73643, 7.70481, 6.91765, 7.41891, 4.68019, 7.74057, 7.72750, 6.55893, 8.46486, 5.27721, 6.71906, 8.13281, 6.98842, 9.02935, 6.68002, 6.15550, 7.42030, 5.00176, 6.10671, 8.35458, 7.31236, 8.48905, 6.32175, 6.59920, 8.66824, 6.63537, 7.84693, 6.11363, 6.20683, 7.92277, 7.42595, 6.23002, 8.01629, 7.88602, 7.97105, 6.06123, 7.92049, 6.90076, 7.31339, 7.67214, 4.75612, 6.96401, 8.09045, 6.30405, 8.37948, 4.54491, 6.30354,-0.73665,-1.67587,-1.33991, 1.39982, 0.17113, 1.60052, 0.58567,-0.61573,-1.76893,-1.47738, 0.23461,-2.12590,-0.47532, 0.58614,-1.63111,-0.18083, 0.21710, 0.05612, 0.03448,-0.48244,-2.59772, 0.32519, 0.25244,cylinder
 0.78043,-0.38898,-0.37154,-1.11844, 1.17345, 0.58970, 0.58291, 0.02719,-2.45687, 0.20580,-0.47664,-0.54600, 0.28112,-0.02216,-0.83898, 1.27242, 0.71853,-2.15272,-0.64191,-0.56897,-0.41543, 1.05175,-2.23462,-1.17378, 0.49533,-2.95789, 2.33431, 7.47254, 7.87153, 5.34954, 6.75040, 7.54218, 6.56192, 6.91974, 7.20578, 7.18977, 6.26770, 7.94762, 7.34067, 6.08686, 5.73187, 5.67096, 6.06936, 6.80982, 5.72424, 5.92913, 6.28190, 5.71657, 7.50270, 7.26052, 6.27852, 6.89083, 5.91728, 6.53319, 5.44650, 6.97714, 6.64122, 6.58022, 8.69972, 6.94308, 7.70467, 7.42413, 8.66166, 6.70045, 4.61390, 7.69889, 6.54034, 7.06010, 6.86841, 5.62893, 5.38907, 7.62921, 8.41850, 5.34356, 5.23290, 5.58045, 6.71408, 6.12497, 6.06930, 5.17296, 6.90819, 6.85695, 4.68565, 6.75512, 5.39352, 7.86079, 5.78023, 6.19073, 6.83188, 7.72352, 5.57345, 7.27684, 6.72939, 6.92692, 7.52484, 7.92913, 6.57393,-0.15668,-0.34179, 0.08051,-0.67986, 1.15917, 0.62406, 0.46509,-0.63184,-0.24465,-1.69106,-1.32172, 1.19589, 0.16327,-0.73287, 0.18060, 1.07138,-0.20942,-0.54871, 0.75935,-0.83041,-1.07351,-0.10798,-0.26045, 0.29738, 2.94367, 0.15631,-0.24299, 0.01229,-1.10170,-0.79431, 0.15214,cylinder
-1.36130, 0.03988,-0.23269,-1.18332,-0.44288, 1.72049,-1.83287, 0.05323,-0.10304, 0.06216, 0.91650, 0.64803, 0.22522, 0.18472,-0.54754,-1.77491,-1.15460,-1.35370, 1.13692, 0.14418,-1.70561, 0.60813, 6.77552, 6.26485, 6.22733, 7.65458, 7.07272, 7.51641, 6.46051, 5.74190, 7.00107, 6.60611, 7.03778, 6.78000, 6.82738, 5.82835, 5.55932,10.93563, 5.35922, 6.43131, 6.41739, 6.74598, 6.12730, 4.48077, 6.40035, 7.49532, 6.20926, 7.26622, 6.18282, 7.64131, 7.64362, 6.38551, 8.66964, 6.70057, 7.15269, 7.67564, 3.67747, 8.01699, 8.07793, 7.32584, 5.59471, 6.45179, 8.64609, 7.42251, 6.60630, 7.02052, 6.41154, 7.08589, 8.34311, 8.17250, 7.45240, 6.09759, 8.03160, 7.92401, 6.22157, 7.76276, 8.07936, 5.80688, 6.49846, 7.14292, 7.57159, 6.81059, 5.54828, 5.64056, 5.76851, 8.08441,-0.67068, 0.57423,-0.64928,-0.20464,-0.46482,-0.74238, 2.41513, 0.71157, 2.06563, 1.26163, 0.58506,-0.11441,-2.74513,-0.20082, 0.05900,-0.73390, 0.31803,-0.53659, 0.88984, 0.59406, 0.58520,-0.19588,-2.28040,-0.15511,-0.12578,-1.16747,-0.29332,-0.08045,-1.56138,-0.04218,-0.74470,-1.13128,-0.44236, 0.49524,-1.02342,-0.17309, 1.29445,-0.15987, 2.36808, 0.71029, 0.93126, 0.81663,cylinder
 0.29281, 2.04465, 1.39705,-0.58378, 0.42961,-0.07505,-0.76429, 1.82597, 0.17156,-2.48225, 1.96537, 1.71600,-0.04735, 0.95830,-1.51853, 0.31325,-1.08887,-0.04747, 0.58529,-0.55774, 0.61054, 0.40999,-0.17655, 0.21006,-1.08386, 0.16880, 0.14158,-0.08545, 4.97138, 6.14865, 4.88027, 6.69980, 4.72837, 4.60805, 6.01454, 6.19745, 4.70073, 3.74076, 7.50584, 4.70453, 7.32394, 5.48442, 6.82133, 4.65463, 6.87894, 5.75589, 5.31399, 5.53458, 6.86094, 3.41028, 7.10915, 4.41553, 6.04982, 5.08156, 5.24825, 5.52587, 5.92652, 3.93273, 6.25723, 4.55890, 5.61031, 5.44242, 5.71533, 7.18602, 3.27892, 3.49338, 4.22304, 7.37480, 6.89245, 6.04136, 4.63278, 3.84395, 4.15212, 5.58368, 4.23888, 7.41774, 6.98334, 4.85903, 4.95360, 5.98785, 3.99127, 7.04143, 3.74741, 4.64408, 6.12121, 5.25702, 7.89222, 7.04102, 7.19824, 5.11000, 3.47668, 6.35834, 4.16877, 5.95484, 5.19636, 1.30811, 0.49182, 0.52652,-1.99096,-0.19339, 0.64398,-0.81119,-0.50318, 0.79790,-0.69328, 0.41336,-1.36772, 1.15254,-0.52036,-0.99589, 0.80291,-0.65180, 0.09295, 0.19995,-1.66136,-0.61451, 0.27836, 1.19545,-1.14200, 0.92115,-0.07922,-0.76839, 0.16085,-0.19139,-0.65455, 1.97814,-0.22386,-0.28999,cylinder
 0.27778, 1.88744,-1.01998,-1.61965,-0.51650, 0.87465,-0.83529, 0.40632,-0.40113, 0.70867,-0.98044,-0.77662,-1.21354,-1.56926, 1.09195,-0.19041,-0.92988,-1.45796,-0.72090,-1.06267, 0.06165, 1.34817, 0.84548, 0.14621, 1.75248, 2.03676,-0.26714,-0.75577, 0.86314,-1.52106, 9.80182, 7.19066, 8.36230, 9.56317,10.68585, 8.48770, 6.88376, 8.54639,10.18947, 7.58908, 6.59086, 8.64690, 8.13091, 8.87521, 7.53795, 8.30290, 6.77083, 6.23369, 9.03741,10.02232,10.05693, 7.09361, 7.45039, 7.34393, 7.97741, 8.79584, 9.09179, 8.02589,10.17302, 7.46469, 9.04623, 8.15543, 8.58934, 7.38564, 7.63799, 8.23207, 8.22615,-0.16102,-0.61613,-1.68246, 0.60891,-0.54811,-0.80162, 0.47294,-0.12973, 0.48599,-1.17333,-1.61095,-0.61364,-0.38161,-1.39180, 0.75090, 1.41996,-1.68757,-1.64350,-0.39328,-0.01296,-0.94917, 0.26160, 0.32862,-1.29559, 0.43038,-1.55517, 2.28160,-1.18999,-0.09097,-0.37320, 0.07551,-1.46289,-0.10077,-0.48693, 0.42696, 0.17872, 0.17582, 0.66397,-1.48395,-0.66607, 0.32646, 0.22641, 0.61442, 0.54866, 0.61282, 1.19776,-1.23061,-1.63617,-0.08501, 0.26062, 0.83987, 0.80922,-0.16627, 0.08047, 0.39540, 0.45026,-0.00610, 0.10923,-1.32230,-0.49502, 0.98998,cylinder
-0.39557, 1.24882, 0.43071, 0.54475, 0.08924,-0.16440,-0.49280, 0.51161,-0.80771, 1.13033, 0.63252,-0.26533, 0.80505,-0.29517, 0.97308,-1.49511,-0.79485, 1.79149, 1.30242, 0.69411, 0.76902,-0.58852, 0.10095, 0.49157, 7.40942, 5.13362, 6.35843, 6.62905, 5.43377, 6.89014, 6.86848, 5.52636, 4.90143, 5.96437, 6.41514, 8.30521, 4.34052, 7.12700, 7.75085, 5.54395, 8.29669, 6.67761, 5.37472, 7.74252, 6.88273, 6.07144, 6.64164, 6.73042, 7.48387, 5.82145, 5.57084, 6.89129, 6.41922, 4.81539, 6.80047, 6.21305, 7.99960, 5.69501, 6.91377, 6.47743, 6.63840, 5.17897, 6.62420, 6.40759, 7.46320, 6.47221, 5.87963, 5.29736, 4.77920, 6.45357, 4.15072, 6.73089, 6.53384, 5.62510, 6.83619, 5.08159, 6.46080, 7.72549, 6.61585, 6.76337, 5.83590, 7.42879, 6.96417, 6.31728, 5.63474, 5.55407, 6.45778, 6.87538,-0.31356,-0.65991,-0.40852, 0.26641, 0.12760,-0.53367, 1.29180, 0.89176, 1.35102, 0.08010, 1.07368,-0.19691, 0.38938, 1.04333,-0.08979, 0.60290,-0.27041,-1.32403,-0.16669, 1.16227, 1.40049, 0.89947,-2.08859,-1.29285, 0.03870, 0.30464, 0.23870,-0.54132,-0.21391,-1.18984,-1.60268, 1.83597, 0.28422, 1.88927, 1.11421,-0.33321, 0.50501,-0.27548,-0.16886,-0.41382,cylinder
-0.37173, 1.47375,-0.49874, 0.25894, 1.22851, 1.00769,-0.01090, 1.74490, 0.06905,-0.46534,-2.26422,-0.32496, 0.28966,-0.21740,-1.66440, 0.49267,-0.41104, 0.46368,-0.72315, 0.54142,-0.55459,-0.14435, 0.11924,-0.37438, 0.38300,-0.67493, 0.15453, 1.77673, 1.64795,-0.13222, 6.24486, 6.67710, 7.97013, 6.28806, 6.82069, 7.03836, 8.20975, 8.32650, 6.89509, 8.09306, 6.89488, 7.21640, 7.13380, 7.74502, 8.06098, 5.46714, 7.47576, 8.06927, 7.96807, 7.63842, 8.03251, 8.14665, 6.49678, 6.38516, 6.01916, 8.25884, 8.20169, 6.08968, 7.90857, 6.04087, 7.54177, 6.98025, 6.72781, 9.58392, 8.37767, 7.65636, 6.71066, 6.87365, 5.43065, 7.91877, 8.27540, 8.63056, 7.20461, 7.03650, 8.01233, 6.94386, 7.72267, 6.73884, 8.70093, 6.18353, 7.56958, 6.99758, 9.50136, 6.51608, 7.95503, 6.47225, 6.09607, 6.05162, 5.60519, 7.72100, 7.97387, 6.44294, 5.76408, 7.84640, 8.03537, 7.86001, 8.39725, 4.36918, 8.52308, 9.24546, 7.11269, 8.52902, 6.30791, 6.25905, 7.24812, 7.42833, 9.20122, 8.21921, 7.17988, 7.53659, 0.65367,-1.20712, 0.37007, 0.11557,-0.03419, 1.05609,-0.66868,-0.47954, 1.45772,-0.37488, 0.76647, 0.05696, 0.27316,-0.62929,-0.65473,-0.19744, 0.06950,-0.92307,cylinder
-0.33012,-0.42841, 1.09733, 0.59939,-0.29157,-0.56677,-0.33321, 1.14931,-1.18523,-0.67282,-0.95380,-0.84552,-0.75260,-0.68377,-0.64287, 2.11777,-0.17436,-0.36055, 0.34442,-0.07725,-0.10037, 0.33183, 0.99353, 1.00660, 1.69284,-0.53906,-0.34296, 8.01073, 7.31925, 6.68482, 7.01570, 7.11144, 5.14937, 6.97741, 7.31744, 7.34566, 6.40054, 7.65100, 7.12941, 8.90793, 6.45726, 5.39908, 7.61587, 6.73233, 6.15722, 7.47055, 6.35965, 5.96502, 7.40570, 7.10396, 7.35263, 7.22424, 6.53527, 5.83399, 6.79674, 7.94252, 7.78372, 7.59824, 5.32528, 7.78816, 6.48702, 6.83691, 6.36975, 7.75769, 7.66338, 7.65902, 5.28430, 6.91359, 7.46974,-0.05161, 2.51399, 0.57573,-0.89609,-1.12694,-1.08101, 0.18031,-1.35402,-0.54282, 1.24911, 0.32199,-0.67379, 0.38049,-0.03515,-0.18690, 0.58399, 0.49648,-0.57750,-0.83459,-1.20983,-2.12762, 0.66730, 0.76520,-0.82160, 0.03635,-1.21757, 0.13683,-0.97563,-0.65452, 0.52683, 0.10227,-0.40445, 0.52041,-0.69606,-1.14807,-0.68523,-0.41583,-1.23351,-1.83480,-1.53411, 0.91277,-0.53081,-0.12664,-0.97691, 0.50911,-0.17942, 1.80170, 0.84342,-1.30096, 0.88907,-0.56530,-0.04534, 1.10893,-0.12117, 0.75881, 0.48217,-0.33770, 1.99273,-1.85125,cylinder
-1.33402,-0.46785,-1.09865,-2.06361, 1.25692,-0.63290, 0.06899, 0.64452,-0.92684, 0.16554, 0.05131,-1.31728, 1.55851, 0.31877,-0.70379,-0.20952, 0.72920, 0.81449,-0.87088,-1.03521, 2.07610, 5.94998, 7.13872, 5.37334, 7.57432, 6.40806, 6.60873, 5.37541, 4.03688, 6.17272, 6.35394, 7.85524, 6.15132, 6.42371, 7.01578, 6.49331, 7.36735, 6.45436, 6.42566, 4.86440, 6.32317, 6.13308, 5.87709, 6.06634, 6.72741, 6.84194, 6.48029, 6.20637, 6.67141, 5.94248, 5.10329, 6.53320, 5.57030, 5.80031, 5.86026, 8.11012, 6.05922, 7.63628, 5.66449, 7.86424, 7.27468, 7.01529, 6.05727, 6.51320, 7.95672, 6.01082, 8.53967, 5.36008, 7.03237, 5.45017, 6.27039, 6.74993, 6.30387, 6.44734, 7.63021, 7.04939, 7.53388, 5.84194, 6.93101, 6.05500, 7.18380, 8.28398, 6.16523, 6.53016, 7.07708, 7.21219, 5.64308, 6.94972, 6.32273, 7.18472, 6.57466, 6.72817, 7.25654, 4.82683, 5.75028, 5.11030, 6.65892, 7.75363, 8.91185, 5.70612, 7.04950, 5.52046, 7.67429, 6.07805, 6.03102, 8.60608, 7.38388, 0.56404, 0.41350, 0.08696,-1.51471,-0.55287, 0.04312, 2.04723, 0.87196,-0.03297, 1.64105, 1.71390,-0.22329,-0.97764,-0.69844,-1.10219, 0.20162,-0.62156,-0.15682, 0.95305,-1.28987,-0.17663,cylinder
-0.85831,-1.46765,-0.45175,-0.22479,-1.57926, 1.71078, 0.04469, 0.57294,-0.01747,-0.18725,-1.23653,-0.18905, 1.37709, 0.63249,-1.24464, 0.79311,-0.90441, 1.06235, 1.16157, 1.15739,-0.18597, 0.62983, 0.61846, 6.33183, 6.58781, 7.08590, 7.06448, 5.08441, 4.91818, 8.12860, 5.25677, 6.33117, 5.61410, 5.51183, 7.26590, 6.56542, 6.27680, 8.60836, 4.84177, 5.05293, 5.09660, 5.80953, 6.07868, 5.12600, 6.43899, 8.15820, 6.93168, 5.79154, 5.79042, 6.47014, 6.31425, 4.45587, 7.75049, 5.77975, 6.54070, 3.65504, 6.49729, 6.76000, 4.40252, 5.76043, 0.48631, 0.35028,-0.46927, 1.13129, 0.55738,-1.21205, 0.76650, 1.07589, 0.62795, 0.10018,-1.00250, 0.34216, 0.32536,-0.42212,-0.08119, 1.71550,-0.91873,-1.05761,-0.04701, 1.41205, 0.85154, 0.30192,-0.74516, 0.26935,-0.85725,-0.71678, 0.76827,-0.17219,-0.05582, 1.14179, 1.36790,-0.77243, 0.29120,-0.91752,-0.90452, 3.31949,-0.49811, 0.92056, 1.34405, 0.00537, 2.25407,-0.34780, 0.62395, 0.42403,-0.17811, 0.32784,-2.20457,-0.14771,-0.16338,-0.55063,-0.40954,-0.46507, 0.52698,-1.60841,-0.54478, 1.32835, 1.08059,-0.96068, 0.41899,-2.09082, 0.72296,-0.80662,-0.15165, 0.16427, 0.37372, 0.10162, 0.25072, 0.49420,cylinder
-0.48568,-0.90827,-0.23258, 1.06209,-0.08850,-0.68737, 1.56931, 0.35246, 1.81632,-0.50449, 0.03605,-0.36164, 0.26422,-0.34947, 0.42347,-1.77430,-0.46395, 0.43806,-1.07899,-0.05661,-1.52993,-0.05813,-0.85137,-0.21267,-0.05106,-0.72895,-2.07582,-0.03839, 0.28209, 0.79460, 0.44765, 8.01324, 5.63412, 8.36004, 7.94924, 7.03505, 6.39433, 7.47953, 5.19527, 6.69729, 4.92494, 8.02116, 8.01016, 5.43850, 7.26608, 6.88233, 8.82594, 6.96616, 7.57502, 7.06749, 5.54533, 4.70728, 6.23096, 8.48234, 9.72941, 7.19354, 9.48376, 7.18823, 7.12792, 6.21473, 6.75618, 6.60639, 9.11531, 5.96008, 7.99055, 7.01042, 6.89780, 8.49332, 6.76920, 6.73995, 7.23597, 7.31111, 9.04909, 6.47139, 7.10708, 7.42942, 7.51554, 8.16983, 6.77075, 7.65075, 8.86165, 7.74541, 9.17313, 7.31651, 7.87564, 9.00252, 8.26014, 7.47301, 7.77328, 5.40202, 6.38243, 8.27290, 6.64957, 6.16527, 7.58990, 8.69344, 6.16814, 5.78636, 6.69093, 6.80269, 5.96472, 6.17078, 6.24644, 5.84600, 7.58887, 6.89153, 6.26366, 7.42224, 7.79912, 8.36003, 6.02645, 7.49385, 5.44839, 7.50596, 7.46428, 1.69111, 1.55107, 0.47137, 0.82275, 0.41688,-0.34083,-1.97204,-0.12467, 0.37017, 2.54798, 0.62303,-1.49632,-0.88444,cylinder
